0.94417,-1.0135,0.43295,-1.3211,-0.23134,0.24675,1.0521,0.1771,0.55115,1.4638
1.2174,0.88285,-0.36417,0.54592,-1.2173,0.12222,0.18168,1.0623,-1.1038,-0.9887
-1.119,-0.56635,0.93474,-1.3727,0.29557,1.1098,1.2888,-0.45636,0.66817,-0.72662
1.2401,0.085599,0.098477,-1.2857,-0.087227,-0.70566,0.59,-0.16192,-1.1689,-0.3096
0.39708,-1.0031,-0.44782,0.06495,0.58785,-0.54578,0.24837,-1.3373,-1.1475,-1.278
-1.2074,0.30595,1.317,-1.2098,0.59966,-1.1424,0.94619,-0.96868,0.42215,0.55229
-0.66451,-0.71109,1.1278,0.95445,0.41559,1.3195,1.137,0.48842,-0.51356,-0.29284
0.14064,0.46224,0.15047,0.95264,-1.3992,0.43666,1.4667,-0.50751,0.46144,1.4485
1.3725,0.56764,0.36743,0.66732,-1.2936,-0.06161,-1.4984,1.1955,0.74739,-0.29345
1.3947,0.74445,0.26113,-1.0504,-0.5412,0.41795,1.0963,-1.1455,0.24956,0.36202
-1.0272,-0.14838,-0.87677,0.47882,0.092593,0.13415,0.3377,1.4653,0.7201,-1.0369
1.4118,-1.2485,-0.59626,0.055785,0.46334,0.44193,1.4699,0.11995,-0.79552,-0.35596
1.3715,-0.81307,-0.08723,1.4189,-0.27714,0.13166,0.08304,0.62075,0.70487,-1.0166
-0.043873,1.24,-0.80854,0.44697,0.95994,0.66314,-0.06143,1.4985,1.4118,0.77434
0.90084,-1.0429,1.0329,0.90099,0.65508,0.067486,0.90404,-0.63645,1.1008,1.1133
-1.0743,0.97745,-0.91571,-0.13861,1.4059,1.4811,-0.81647,-0.25643,-1.2413,-0.44767
-0.23472,0.11503,-0.82223,-0.20283,0.094002,-0.84397,-0.0057171,-0.10548,-0.40069,0.55661
1.2472,1.4884,-0.98788,0.97594,-0.52456,-1.1826,1.2026,0.79187,-0.3924,-0.61755
0.87662,-1.2655,-0.81701,-1.2496,-1.1831,-1.1709,0.22398,0.95461,0.55509,0.091888
1.3785,-0.17197,-0.1929,-1.1005,0.33288,-1.3092,1.0355,-1.1993,0.29382,0.99727
0.46722,-1.18,-0.56669,-0.97983,0.83641,-0.28626,0.71592,-0.96565,0.86809,0.29247
-1.3929,1.3857,1.2701,-0.32719,-0.22964,-0.15488,0.25796,-0.4211,-0.39704,-0.49407
1.0474,-1.4861,-0.20938,0.99414,-1.2275,-0.40255,-0.7598,-1.3299,-0.88192,-0.60232
1.302,0.82473,-0.94555,0.91009,-0.70059,0.79051,0.49925,0.065657,-1.24,-0.14222
0.53621,0.95191,1.2146,-1.3186,-1.039,0.38369,-1.2496,-0.49245,0.8158,-0.23206
0.77322,1.1061,1.4392,-0.30223,-0.65698,0.81594,0.37788,-0.97299,-0.88298,-0.42118
0.7294,-1.2467,-0.18339,0.080627,-0.17974,1.2986,0.48283,-0.87316,-0.33519,0.17496
-0.32332,-0.30065,-1.1666,-0.2496,0.081428,1.4182,0.68926,1.2155,0.15534,0.72764
0.46643,-0.72039,-0.72581,0.47058,-0.12773,-0.92391,1.1723,0.52617,-0.81314,-0.227
-0.98644,0.90021,-0.27384,0.38392,1.1261,-1.0834,1.4469,-0.094595,0.42582,-0.21193
0.61814,-0.20576,0.28469,-0.62405,0.054156,0.5888,0.80709,1.2364,-0.046559,-1.1254
-1.4045,1.2319,-0.71336,-0.20505,1.3309,-1.2185,0.24434,-1.188,-1.0445,-1.4267
-0.66923,-0.95446,0.30853,-1.4535,0.41313,0.076213,1.2849,0.73664,0.8458,-0.62944
-1.3615,-0.70859,0.63365,1.4522,1.3731,0.091033,0.24027,0.7088,-1.1982,-0.54744
-1.2086,-1.0634,-0.83476,-0.99849,-0.77788,1.0834,-1.4491,0.18558,-0.6178,0.46107
0.97037,-1.0918,-1.1477,-1.1814,0.52837,-0.04544,-1.1374,-0.94742,-0.78788,1.3708
0.58449,1.1079,-0.60997,-0.38277,-0.63281,-0.31963,1.0881,0.29163,0.092617,1.3072
-0.5487,0.23911,-0.54367,-0.90564,0.51542,0.51429,-0.04711,-0.60019,-1.2255,-0.12634
1.3507,0.14958,-0.2275,-0.030937,0.58542,0.72377,1.0346,-1.0976,-0.28405,-0.77856
-1.3967,-1.0651,0.023575,-0.48152,-1.296,0.060157,-0.87178,-0.8622,-1.1855,0.79169
-0.18377,1.0591,-1.2435,1.3549,-0.73563,-0.45686,0.15687,1.1848,-1.1631,0.77798
-0.35532,0.36617,-0.71255,1.261,-0.82788,-1.05,0.38965,-1.2856,0.85328,0.72194
0.79655,-0.44714,0.90304,-1.342,0.5035,0.25828,-1.404,-0.77254,-0.62529,0.73107
0.8856,0.039749,-1.4123,0.71357,1.0332,-0.71356,0.34414,-1.3387,0.3106,-1.1822
-0.93938,-0.29458,1.2866,-0.69264,-0.46661,-1.3666,-0.41277,-0.17483,1.3933,0.54468
-0.030707,-1.2721,0.69099,-0.23149,0.84156,0.7648,-1.3514,-1.4602,-0.20255,-0.11022
-0.16324,-0.78025,-0.034173,0.14361,0.526,-0.77164,-0.03129,1.1916,0.58426,-0.86351
0.43894,-1.13,0.23558,1.3282,-1.4799,-0.17279,-0.92247,-0.91003,0.7743,-1.2044
0.62809,-0.94828,-0.78815,-0.24677,0.30651,0.56339,-1.1307,-1.2199,-0.20207,0.97072
0.76406,-0.78014,-0.12345,1.4492,-0.33969,-0.42232,-0.88352,-0.5779,0.46649,-0.97497
