24.774,25.717,-23.808,16.411,43.522
-15.313,19.658,-10.55,0.047075,26.804
19.542,45.886,46.525,-1.1874,-44.318
-42.895,8.6051,48.01,-5.1399,-24.136
27.839,48.857,18.353,41.726,35.551
-42.008,-26.399,27.443,-34.389,-22.372
48.234,-16.958,-37.35,6.176,-47.291
-33.175,-36.76,-22.806,-1.5963,11.749
25.109,-0.77323,-45.502,28.988,16.692
39.444,-39.679,-35.037,45.487,-41.299
16.706,-9.5162,10.45,-46.2,-13.555
-5.1648,42.309,-29.742,47.89,-48.322
34.257,-48.094,23.292,28.876,18.692
33.058,-19.893,-22.923,48.386,10.006
-8.8862,10.287,13.746,6.3346,6.0338
29.392,26.266,-26.022,-24.05,-34.804
48.963,41.473,-33.925,25.476,-1.4099
-26.432,12.356,23.244,-38.903,-41.866
2.3707,23.564,-20.776,-14.932,-13.794
25.321,-12.238,-1.8488,40.17,-18.603
-21.536,-9.5941,-2.6129,-0.24189,-14.126
5.2339,-13.56,-20.727,-7.8312,28.635
-48.277,8.2921,-42.506,16.931,-47.591
45.156,8.5126,-21.725,-31.32,-36.05
-13.207,17.889,40.752,13.366,39.633
6.5099,-14.928,-21.382,-9.3651,-24.557
49.508,47.427,30.622,5.7195,-38.226
14.143,-27.748,27.076,-28.475,36.842
17.899,-5.0053,43.286,-0.98203,10.025
34.813,-17.272,-45.581,18.968,33.496
47.535,21.803,-23.125,37.577,-22.482
4.2787,46.99,-14.741,1.791,30.7
-4.4274,-6.9244,35.998,4.1812,16.576
-30.724,27.415,-48.635,-27.279,-24.647
17.545,35.153,-2.0612,46.518,-9.3376
-22.577,30.514,10.19,40.637,2.3239
5.0366,-9.5356,45.016,44.478,-1.7136
-39.923,-23.689,-37.299,-32.902,-28.617
33.982,-27.345,41.587,44.591,-26.503
22.224,12.83,-35.704,17.084,46.877
-47.994,12.857,30.409,-5.0345,-49.796
-42.397,3.6807,30.722,-24.342,-21.259
-6.2916,-45.635,-31.22,-26.913,-28.492
24.193,0.6457,12.054,-33.671,3.0892
20.231,34.169,-13.519,2.7944,28.935
-26.209,-20.763,-10.709,31.485,17.75
1.5318,25.09,49.216,27.144,-19.402
25.422,45.411,-43.434,-23.579,-5.8284
-43.984,23.104,44.595,-13.74,-16.857
-47.005,-31.198,4.6481,-16.491,-20.511
39.547,4.427,-27.225,35.52,43.754
31.73,-36.555,10.424,-6.4634,9.8332
-33.71,-7.5987,-1.7332,-5.2264,-29.196
26.641,6.9706,-0.67994,30.604,-44.133
-5.3524,22.809,-24.16,-49.748,7.3798
44.849,37.692,-38.972,15.073,15.082
-1.2873,-11.213,-49.257,-17.42,38.782
18.854,30.096,-26.038,-21.551,22.926
-11.542,6.7068,49.447,28.231,7.2578
-11.53,2.4593,-12.274,-33.059,-24.829
35.454,-32.885,9.7603,13.362,19.611
-21.424,-7.0051,-31.845,-20.542,12.52
-33.583,-39.345,48.963,40.79,16.404
10.607,24.998,-47.608,47.838,-27.991
16.55,-32.541,38.259,-10.823,35.183
-34.198,35.071,42.82,-10.191,-14.866
-39.501,-15.353,-32.719,27.166,-27.41
-8.2718,-4.9322,23.851,14.995,-1.4386
36.062,-16.751,0.50149,-14.274,23.504
-7.8521,21.935,15.786,5.8868,11.625
-23.075,-26.625,39.289,18.89,-5.0373
-2.733,-46.943,39.748,-44.064,-5.8887
25.966,-7.993,-48.165,-25.335,21.523
-1.2201,27.976,-20.866,-28.655,11.035
-5.5317,-28.302,17.133,-20.776,-33.182
41.335,29.208,18.398,-25.382,-10.158
-37.611,-22.107,34.692,-48.945,-40.597
-14.672,46.113,6.1617,-8.4136,-16.253
2.5829,-45.354,25.973,-13.511,28.434
-20.07,-41.918,38.738,15.384,-0.87038
-11.595,40.479,29.012,4.4236,-0.15336
35.642,5.5829,-15.786,27.406,-19.146
14.267,-27.891,39.886,-10.807,-14.766
14.363,1.1078,48.16,41.218,48.72
41.089,6.0809,-14.696,34.122,-31.488
-48.275,-36.273,-36.424,-1.7819,-14.455
-12.789,-1.3621,-26.682,-31.661,3.245
-49.454,48.999,-28.68,-28.402,16.416
35.073,-33.957,-6.8297,-15.014,19.769
22.775,-8.9435,22.167,4.1988,-3.7891
17.878,18.846,44.909,-42.013,8.6385
-35.867,34.406,-2.1386,23.286,-46.736
27.075,-42.79,-47.098,29.362,-10.586
10.945,31.194,-24.619,-3.7613,15.777
-9.4737,-12.203,-35.685,-7.4629,-22.77
46.308,-12.787,19.582,30.821,47.528
0.21705,6.8866,1.1263,19.289,-37.135
-43.375,1.1777,31.943,-41.839,47.575
-35.775,-16.466,-14.297,11.935,-2.652
-0.1994,2.7915,-46.644,-6.9275,43.638
-16.758,-14.656,-4.3702,-22.501,-16.359
13.518,-22.775,13.911,39.337,2.4719
-35.314,35.095,-27.01,1.7823,-1.2323
24.029,-3.462,-27.798,-3.9595,30.381
44.22,16.398,0.36563,39.1,-47.126
-43.296,14.42,-27.413,-17.737,4.9329
-19.045,-7.6963,35.555,47.485,32.032
22.845,49.885,-36.473,34.059,17.374
-19.058,-35.932,20.456,-45.018,-40.606
2.073,32.842,-40.13,-28.36,15.043
-6.276,-48.07,33.154,39.37,16.481
-44.408,-1.5844,1.4951,34.344,48.359
-20.309,19.614,-29.962,45.432,36.168
22.204,-48.831,-37.86,16.965,-33.707
-17.54,34.764,38.782,22.992,-0.73949
44.843,-34.139,-11.963,38.06,29.241
13.518,48.297,22.47,-32.965,-22.797
25.198,-13.57,-20.891,-21.325,-17.822
43.782,39.821,45.19,47.208,-10.201
12.147,9.2326,34.011,11.98,17.39
36.586,-24.614,41.862,-22.404,-24.584
-10.708,-22.771,20.931,31.328,-4.2326
36.556,-36.267,-2.5275,29.582,-32.444
-46.331,47.407,-11.165,12.103,-10.05
17.136,15.661,-0.53102,34.996,-19.195
30.669,-49.08,45.801,-20.641,-4.8751
-38.851,-9.0689,-29.94,-19.668,-21.237
27.525,-28.297,30.949,-35.035,27.49
17.129,12.748,-28.198,16.577,-8.6245
-40.466,16.841,42.622,-27.659,-2.2879
-44.476,27.237,-34.507,-2.2114,2.6903
41.069,14.764,22.198,37.735,-28.582
-27.996,-40.021,-23.328,-22.762,41.86
46.463,-9.1421,-46.881,-12.111,27.11
-18.408,-31.837,-38.966,-36.334,-8.1899
9.3701,-28.455,-25.025,25.21,19.012
22.936,33.683,10.171,-20.888,36.526
16.585,-33.232,2.0232,49.593,-46.326
-25.095,-5.0223,13.196,-13.603,-25.483
1.5879,-15.219,33.092,44.383,-8.4912
-48.81,-43.24,-25.55,-30.782,39.039
-23.158,33.65,27.299,-12.967,2.633
29.315,48.518,-43.823,-28.232,-6.195
39.315,-6.1743,-43.956,-47.066,-22.673
-45.83,-44.038,43.215,-29.497,31.96
-6.3331,-1.7495,44.6,-20.51,-48.434
32.494,11.147,-32.535,29.558,-4.5959
22.634,16.176,31.932,-14.825,-13.35
33.577,0.76463,-34.188,30.298,-18.076
-4.0183,13.637,10.895,43.795,-22.401
-2.6646,-27.755,-18.201,-44.109,-49.598
-6.6024,-33.018,-26.359,-43.213,1.1665
-4.9804,3.1429,23.243,16.072,-10.177
-38.673,9.9779,28.52,-31.942,-41.891
-11.602,-31.585,-39.288,-0.40118,22.607
-9.7904,-5.8941,2.6707,10.513,21.648
-0.45421,46.664,38.816,-10.074,-5.4359
9.3457,45.106,-29.955,23.928,43.08
-35.293,38.951,3.0685,-19.973,-27.639
-24.802,-11.184,10.281,33.3,-42.081
24.321,-42.423,32.984,32.026,37.565
37.129,16.647,7.0846,34.186,16.267
11.12,42.069,-13.549,48.577,32.595
-41.144,44.572,-49.159,16.62,-2.1537
30.969,11.965,-21.215,5.3549,5.463
-48.268,14.174,38.519,-24.071,-11.829
-19.323,20.243,3.0392,23.618,48.998
-13.49,-16.82,37.212,17.943,-8.6164
