-22.261,-8.3819,-41.138,-23.396,-47.739
12.284,-49.656,-1.7239,41.537,42.353
-4.6351,-41.452,40.155,-4.6886,-27.977
-23.369,17.569,7.7802,-12.136,19.642
-13.009,-15.082,46.931,34.784,33.566
-39.945,-26.684,-4.2759,37.8,-9.061
6.7329,8.2732,30.146,-24.011,-4.1752
15.056,-23.057,-16.614,-17.296,-23.21
34.729,-11.777,-37.29,45.805,-5.553
-25.508,-17.968,5.3549,22.281,20.07
-47.356,41.424,15.988,-29.095,23.941
14.59,-13.791,-26.072,15.878,-2.7906
34.871,35.809,-48.208,-40.388,12.959
-10.219,4.064,-31.325,40.284,31.397
43.063,2.229,-43.309,8.2291,4.7564
-23.609,-46.563,11.399,1.0814,-8.1978
-21.774,-6.8042,1.1977,-37.463,30.828
17.917,22.488,-1.2125,-12.817,49.039
-1.8977,6.5958,-18.978,-26.347,21.945
31.151,32.578,-1.5639,43.53,-32.682
43.549,-34.524,-40.575,18.975,-17.352
-45.64,25.248,42.392,-22.241,-14.203
-30.53,19.409,-46.677,41.585,-45.233
-24.453,-32.011,23.189,-2.2747,-29.122
-8.4411,-18.863,-28.631,0.67637,11.143
-1.2388,38.533,-18.263,43.087,36.586
18.037,26.421,37.189,-0.66642,-24.431
-14.169,0.60872,-27.518,-24.232,-36.492
-29.024,-19.954,33.317,-21.064,-1.7057
-13.543,36.061,39.188,22.39,-3.3386
43.179,-29.907,-22.522,-40.756,10.889
10.482,-6.3005,35.379,5.1928,30.722
-11.639,48.835,-21.963,46.812,-7.1446
43.833,40.423,40.375,-24.106,39.31
47.516,7.8179,-47.146,-20.059,-7.5061
46.397,27.035,-11.6,-20.642,-7.6341
-24.204,26.342,-42.051,-39.446,13.041
-12.642,5.9401,-3.6726,-4.5305,-31.119
2.4273,20.005,-44.324,29.734,-3.6625
-21.517,-1.4427,48.286,13.654,49.324
-20.783,-2.3167,-11.012,43.422,16.281
6.3528,24.014,23.838,-36.891,-38.975
-32.13,24.623,2.6161,-40.922,-49.474
31.713,-29.742,7.2048,8.5804,5.4721
-25.449,-41.949,21.3,14.972,-1.8038
-26.249,20.566,3.4274,36.126,2.1038
-22.641,-5.295,3.8633,-33.086,28.609
32.504,-15.177,25.838,-16.862,3.4314
30.328,4.7216,28.023,20.436,-23.352
24.843,42.913,-42.79,-29.889,30.514
38.3,-11.316,-20.764,-11.027,12.728
42.292,26.12,-40.811,-0.12657,29.506
37.884,-44.586,-22.291,-6.2632,-35.219
-14.328,37.149,-45.266,-32.279,-3.025
-1.3216,21.843,-18.163,38.725,23.976
-18.261,11.193,45.113,32.755,-0.79724
-32.022,-43.697,-24.827,-1.8236,-9.2655
-41.588,31.35,-6.5843,3.2414,18.576
-24.937,31.417,-10.296,30.799,-11.022
13.664,-15.52,-43.718,26.505,-21.312
-12,-20.665,-0.73565,-23.492,7.1015
33.558,-14.73,-42.531,-8.0058,40.2
39.144,13.574,-31.971,13.22,-12.018
31.487,-8.2011,-32.876,-1.0984,30.636
19.821,-37.468,-13.472,36.052,-46.176
35.859,-48.766,44.731,-48.095,-1.6764
4.2586,-13.116,-41.157,-19.229,30.467
27.131,29.334,32.384,-43.862,49.587
8.3017,10.747,-9.0431,45.174,-10.472
45.074,42.806,43.322,-9.81,-13.064
27.352,42.754,-41.447,-36.537,23.155
27.665,8.9293,-17.549,-33.539,-42.672
-21.232,-47.741,-33.055,-36.11,-18.578
-5.9029,2.2696,-33.05,15.672,-27.469
40.617,-4.4069,22.923,-42.75,-32.717
-17.252,-17.172,-27.419,-10.26,17.381
-5.5383,-40.762,4.7793,33.719,-14.612
-2.0473,2.3456,0.49425,-49.187,-41.586
23.523,40.919,21.918,-29.837,47.563
-48.493,36.808,16.038,31.554,-19.939
-42.936,1.4396,46.276,2.6784,-49.569
19.766,-26.01,-47.961,4.2524,33.329
-16.138,-19.205,26.37,40.214,-14.162
48.965,-10.326,10.858,41.879,18.72
-43.179,-38.332,-33.986,-37.367,39.12
30.482,-27.764,-28.089,-36.659,-0.95556
13.686,-41.528,-41.65,29.435,17.646
45.033,49.058,-23.626,17.307,-24.184
-25.603,8.6063,26.963,40.527,-12.864
-31.889,13.25,38.928,20.9,22.89
-21.337,-30.087,19.985,-46.057,-24.568
31.961,-32.913,-16.23,0.94255,-10.599
-24.74,-5.0732,-5.9517,41.551,26.52
