8	39	2.767659	-22.681472	0	1.592331	2.381533	0.06552         0.319495	2.60922	0.317135	3.105509	55.466206	4.665906	0.944295	0	0	0	0	0	4.718458	0.284259	0.284259	12.096208	-0.972803	0.041739	36.487435	0	-59.168907	0.319902	10.401125	0.168725	29.223594	835.294769	0.056763	0.074125	40	6.466938	13.033898	26.457711	0	0.033799	0	0
8	41	2.64644         -26.912681	0	1.228606	2.475872	0.073468	0.249211	2.552055	0.510894	3.791261	43.847699	4.423824	1.469209	0	0	0	0	0	3.581669	0.17874	0.17874	10.529707	-0.49062	0.04138	50.896332	0	-77.809013	0.313785	10.467581	0.18502	17.160448	51.00496	0.035426	0.035426	40	6.129421	13.06383	24.323928	0	0.032852	0	0
8	58	0.426168	-27.805791	0	2.270391	2.096469	0.059952	0.095923	2.109395	0.342033	5.084836	44.887266	4.5803	0.976981	0	0	0	0	0	5.490777	0.077893	0.077893	12.139805	-0.810427	0.041517	43.813039	0	-71.61883	0.313048	13.291127	0.178909	36.331153	4295.505127	0.018382	0.018382	40	6.209732	12.302521	20.269601	0	0.045455	0	0
2	78	0.663084	-23.158264	0	1.537538	2.365098	0.065981	0.153153	2.401021	0.1216	15.562697	20.824665	4.309626	1.037613	0	0	0	0	0	5.05397	-0.119809	0.119809	11.392148	-0.664117	0.041944	13.291078	0	-36.449343	0.309672	12.001156	0.177153	30.518333	1125.764837	0.053606	0.053606	40	5.986659	11.885496	21.442951	0	0.032953	0	0
8	42	1.956283	-23.423145	0	1.679052	2.948919	0.067556	0.207349	2.586883	0.481412	1.71015	37.298595	5.135007	1.236593	0	0	0	0	0	4.482076	0.348382	0.348382	14.923575	-0.496034	0.042039	30.257263	0	-53.680408	0.355641	11.869628	0.09329	43.904936	24574.00506	0.113713	0.113713	40	7.448075	15.460465	21.842153	0	0.046275	0	0
8	40	0.505723	-28.018537	0	1.321517	2.619613	0.079474	0.279093	2.760537	0.502938	1.548401	27.969764	4.049282	1.987971	0	0	0	0	0	3.672742	0.282512	0.282512	13.95478	0.298894	0.041972	50.254943	0	-78.27348	0.351092	12.021713	0.16678	46.878114	48730.68056	0.061919	0.061919	40	7.051088	16.057348	27.012738	0	0.042373	0	0
8	60	0.379876	-23.598059	0	2.425216	2.452282	0.061238	0.118881	2.247551	0.471229	2.692418	19.875269	4.878469	1.415151	0	0	0	0	0	4.046048	0.092568	0.092568	14.608664	-0.171056	0.042813	43.757737	0	-67.355796	0.349802	14.586082	0.144617	43.397148	21862.25473	0.077078	0.077078	40	6.804632	15.051383	23.777311	0	0.044307	0	0
2	73	0.405342	-24.385228	0	1.190126	2.342056	0.106971	0.123494	2.429055	0.364412	4.857044	9.961691	4.145936	1.456358	0	0	0	0	0	5.119212	-0.095906	0.095906	13.933661	0.230711	0.042622	11.423669	0	-35.808897	0.330167	10.154708	0.155916	42.831729	19193.32654	0.068411	0.07528	40	6.211439	14.063745	23.707811	0	0.046404	0	0
2	43	0.346237	-23.575358	0	1.785699	3.28791         0.083825	0.243675	2.747807	0.515388	1.887853	33.655753	5.57726	1.376218	0	0	0	0	0	5.155036	0.299987	0.299987	18.710745	0.322276	0.041864	12.441718	0	-36.017076	0.396655	13.361371	0.152015	25.65495	366.701188	0.072243	0.072243	40	8.268712	18.328889	27.436651	0	0.035988	0	0
8	43	0.516602	-28.208607	0	1.316072	2.788389	0.061138	0.217213	2.928637	0.542833	1.466627	17.54537	5.191792	2.340448	0	0	0	0	0	3.280764	0.26321	0.26321	17.981095	0.76908	0.041794	50.651657	0	-78.860264	0.380967	14.10814	0.172935	29.125592	816.634556	0.053628	0.053628	40	7.661385	18.175182	27.211549	0	0.043937	0	0
2	58	0.496355	-23.667598	0	1.795984	2.499922	0.053866	0.094139	2.560559	0.504712	2.588754	23.184046	5.199654	1.449998	0	0	0	0	0	4.647937	0.063516	0.063516	17.908148	0.280622	0.042107	12.48788	0	-36.155479	0.379987	15.465604	0.143017	38.482324	7049.702103	0.076697	0.076697	17.500909	7.611139	16.981818	26.521873	0	0.046555	0	0
